10.0;14470.000000000002
40.0;6190.0
100.0;14480.000000000002
110.0;14340.000000000002
180.0;6200.0
190.0;14630.000000000002
200.0;6389.0
210.0;14490.000000000002
220.0;6156.0
300.0;14320.000000000002
310.0;14630.000000000002
320.0;6239.0
350.0;17290.0
400.0;6254.0
410.0;8944.0
490.0;14600.000000000002
500.0;9031.0
510.0;14420.000000000002
560.0;6452.0
590.0;14350.000000000002
600.0;6205.0
610.0;14330.000000000002
640.0;6546.0
660.0;14530.000000000002
700.0;10100.0
710.0;14320.000000000002
770.0;14560.000000000002
780.0;6418.0
800.0;14280.000000000002
810.0;14640.000000000002
840.0;6848.0
900.0;14450.000000000002
910.0;14330.000000000002
940.0;6272.0
960.0;14300.000000000002
1000.0;9467.0
1010.0;9233.0
1090.0;15030.000000000002
1100.0;7493.0
1110.0;9687.0
1190.0;14930.000000000002
1200.0;6739.0
1210.0;14850.000000000002
1250.0;6754.0
1290.0;15230.000000000002
1300.0;6707.0
1310.0;7076.0
1380.0;15210.000000000002
1390.0;7099.0
1400.0;15190.000000000002
1410.0;6871.0
1420.0;15030.000000000002
1430.0;6709.0
1500.0;14840.000000000002
1510.0;6792.0
1540.0;15220.000000000002
1590.0;7035.0
1600.0;15260.000000000002
1610.0;7103.0
1620.0;14880.000000000002
1630.0;7099.0
1700.0;11930.000000000002
1710.0;6875.0
1720.0;14990.000000000002
1770.0;6783.0
1800.0;15040.000000000002
1810.0;7141.0
1860.0;15130.000000000002
1890.0;6713.0
1900.0;15150.000000000002
1910.0;6800.0
1920.0;14810.000000000002
1970.0;6769.0
2000.0;15000.000000000002
2010.0;6753.0
2020.0;14990.000000000002
2030.0;6766.0
2100.0;14780.000000000002
2110.0;6785.0
2160.0;15230.000000000002
2190.0;6765.0
2200.0;15230.000000000002
2210.0;7090.0
2230.0;15230.000000000002
2270.0;7639.0
2300.0;15130.000000000002
2310.0;14410.000000000002
2320.0;6151.0
2400.0;14470.000000000002
2410.0;14530.000000000002
2420.0;6265.0
2450.0;14400.000000000002
2500.0;6395.0
2510.0;14850.000000000002
2580.0;6665.0
2600.0;14470.000000000002
2610.0;14420.000000000002
2680.0;11650.000000000002
2700.0;14570.000000000002
2710.0;14610.000000000002
2730.0;14240.000000000002
2760.0;14660.000000000002
2800.0;14300.000000000002
2810.0;14350.000000000002
2830.0;14630.000000000002
2850.0;14230.000000000002
2900.0;14500.000000000002
2910.0;14270.000000000002
2970.0;14660.000000000002
3000.0;14450.000000000002
3010.0;14290.000000000002
3020.0;12440.000000000002
3040.0;14860.000000000002
3100.0;14420.000000000002
3110.0;14700.000000000002
3140.0;14230.000000000002
3170.0;14670.000000000002
3200.0;14450.000000000002
3210.0;14220.000000000002
3280.0;14650.000000000002
3290.0;16940.0
3300.0;14390.000000000002
3310.0;14550.000000000002
3350.0;14290.000000000002
3360.0;14720.000000000002
3400.0;14630.000000000002
3410.0;14700.000000000002
3420.0;6532.0
3500.0;14650.000000000002
3510.0;14580.000000000002
3580.0;6770.0
3600.0;14920.000000000002
3610.0;15190.000000000002
3680.0;6715.0
3700.0;14830.000000000002
3710.0;14860.000000000002
3730.0;7043.0
3800.0;15390.000000000002
3810.0;6776.0
3820.0;15250.000000000002
3830.0;6731.0
3900.0;14870.000000000002
3910.0;15540.000000000002
3930.0;6747.0
4000.0;14750.000000000002
4010.0;14760.000000000002
4050.0;6738.0
4100.0;17570.0
4110.0;6760.0
4120.0;14870.000000000002
4200.0;9650.0
4210.0;15060.000000000002
4250.0;6738.0
4300.0;15180.000000000002
4310.0;7023.0
4320.0;15220.000000000002
4350.0;6749.0
4400.0;15170.000000000002
4410.0;6795.0
4420.0;14850.000000000002
4430.0;6735.0
4500.0;14850.000000000002
4510.0;6737.0
4520.0;14960.000000000002
4550.0;6737.0
4600.0;15160.000000000002
4610.0;6823.0
4640.0;15210.000000000002
4700.0;6728.0
4710.0;14910.000000000002
4720.0;7247.0
4800.0;14930.000000000002
4810.0;15300.000000000002
4820.0;6126.0
4900.0;14520.000000000002
4910.0;15000.000000000002
4970.0;6197.0
5000.0;14420.000000000002
5010.0;14630.000000000002
5020.0;6167.0
5100.0;14600.000000000002
5110.0;14600.000000000002
5150.0;14250.000000000002
5170.0;14740.000000000002
5200.0;14320.000000000002
5210.0;14650.000000000002
5250.0;14250.000000000002
