ms;uA
2660.0;14320.000000000002
2670.0;6602.0
2680.0;14590.000000000002
2690.0;14580.000000000002
2700.0;14620.000000000002
2710.0;14670.000000000002
2720.0;15620.000000000002
2730.0;14430.000000000002
2740.0;14410.000000000002
2750.0;14210.000000000002
2760.0;14170.000000000002
2770.0;8820.0
2780.0;14500.000000000002
2790.0;6515.0
2800.0;14280.000000000002
2810.0;8762.0
2820.0;15210.000000000002
2830.0;14320.000000000002
2840.0;14620.000000000002
2850.0;14170.000000000002
2860.0;14400.000000000002
2870.0;14890.000000000002
2880.0;14090.000000000002
2890.0;14530.000000000002
2900.0;14340.000000000002
2910.0;14490.000000000002
2920.0;8367.0
2930.0;14190.000000000002
2940.0;6062.0
2950.0;14520.000000000002
2960.0;9215.0
2970.0;7098.0
2980.0;14620.000000000002
2990.0;6912.0
3000.0;14370.000000000002
3010.0;9011.0
3020.0;9298.0
3030.0;14420.000000000002
3040.0;14610.000000000002
3050.0;14540.000000000002
3060.0;6439.0
3070.0;14660.000000000002
3080.0;6514.0
3090.0;14230.000000000002
3100.0;6244.0
3110.0;14200.000000000002
3120.0;6064.0
3130.0;14590.000000000002
3140.0;6514.0
3150.0;14260.000000000002
3160.0;6190.0
3170.0;14220.000000000002
3180.0;6214.0
3190.0;14410.000000000002
3200.0;6387.0
3210.0;14520.000000000002
3220.0;6576.0
3230.0;14110.000000000002
3240.0;14400.000000000002
3250.0;14390.000000000002
3260.0;14410.000000000002
3270.0;6263.0
3280.0;14680.000000000002
3290.0;14690.000000000002
3300.0;14720.000000000002
3310.0;14730.000000000002
3320.0;6242.0
3330.0;6141.0
3340.0;14220.000000000002
3350.0;6473.0
3360.0;14630.000000000002
3370.0;6098.0
3380.0;15600.000000000002
3390.0;14530.000000000002
3400.0;14340.000000000002
3410.0;14280.000000000002
3420.0;14480.000000000002
3430.0;6067.0
3440.0;14540.000000000002
3450.0;14350.000000000002
3460.0;14160.000000000002
3470.0;14410.000000000002
3480.0;7018.0
3490.0;14590.000000000002
3500.0;14230.000000000002
3510.0;14120.000000000002
3520.0;14590.000000000002
3530.0;6128.0
3540.0;6513.0
3550.0;14360.000000000002
3560.0;6350.0
3570.0;14320.000000000002
3580.0;6171.0
3590.0;7156.0
3600.0;14590.000000000002
3610.0;14400.000000000002
3620.0;14370.000000000002
3630.0;14270.000000000002
3640.0;14280.000000000002
3650.0;14260.000000000002
3660.0;14360.000000000002
3670.0;6076.0
3680.0;9524.0
3690.0;14500.000000000002
3700.0;14530.000000000002
3710.0;14610.000000000002
3720.0;9368.0
3730.0;6515.0
3740.0;14240.000000000002
3750.0;14110.000000000002
3760.0;14130.000000000002
3770.0;14130.000000000002
3780.0;6273.0
3790.0;14100.000000000002
3800.0;14490.000000000002
3810.0;14250.000000000002
3820.0;14120.000000000002
3830.0;15620.000000000002
3840.0;14360.000000000002
3850.0;14100.000000000002
3860.0;14600.000000000002
3870.0;14270.000000000002
3880.0;6138.0
3890.0;6780.0
3900.0;14110.000000000002
3910.0;6679.0
3920.0;14400.000000000002
3930.0;6274.0
3940.0;6969.0
3950.0;14270.000000000002
3960.0;14520.000000000002
3970.0;14180.000000000002
3980.0;14120.000000000002
3990.0;6491.0
4000.0;8381.0
4010.0;14290.000000000002
4020.0;8048.0
4030.0;14230.000000000002
4040.0;8787.0
4050.0;9376.0
4060.0;14080.000000000002
4070.0;14290.000000000002
4080.0;14540.000000000002
4090.0;9270.0
4100.0;14320.000000000002
4110.0;9018.0
4120.0;14130.000000000002
4130.0;9057.0
4140.0;14530.000000000002
4150.0;8308.0
4160.0;14530.000000000002
4170.0;14580.000000000002
4180.0;14280.000000000002
4190.0;14180.000000000002
4200.0;14330.000000000002
4210.0;14330.000000000002
4220.0;14230.000000000002
4230.0;14370.000000000002
4240.0;14630.000000000002
4250.0;9169.0
4260.0;14190.000000000002
4270.0;14390.000000000002
4280.0;6121.0
4290.0;14590.000000000002
4300.0;14400.000000000002
4310.0;14600.000000000002
4320.0;14300.000000000002
4330.0;6319.0
4340.0;8688.0
4350.0;14390.000000000002
4360.0;6269.0
4370.0;14090.000000000002
4380.0;8155.0
4390.0;8405.0
4400.0;14270.000000000002
4410.0;6265.0
4420.0;14650.000000000002
4430.0;9461.0
4440.0;15160.000000000002
4450.0;14580.000000000002
4460.0;14210.000000000002
4470.0;14130.000000000002
4480.0;14590.000000000002
4490.0;7423.0
4500.0;14240.000000000002
4510.0;6793.0
4520.0;14570.000000000002
4530.0;8762.0
4540.0;10410.0
4550.0;14320.000000000002
4560.0;14070.000000000002
4570.0;14540.000000000002
4580.0;14300.000000000002
4590.0;8399.0
4600.0;14560.000000000002
4610.0;6315.0
4620.0;14140.000000000002
4630.0;9190.0
4640.0;6528.0
4650.0;14380.000000000002
4660.0;14330.000000000002
4670.0;14460.000000000002
4680.0;14250.000000000002
4690.0;16510.0
4700.0;14440.000000000002
4710.0;14410.000000000002
4720.0;14370.000000000002
4730.0;14350.000000000002
4740.0;16110.000000000002
4750.0;14350.000000000002
4760.0;14380.000000000002
4770.0;14120.000000000002
4780.0;14230.000000000002
4790.0;6456.0
4800.0;9112.0
4810.0;14260.000000000002
4820.0;9101.0
4830.0;14470.000000000002
4840.0;6262.0
4850.0;10110.0
4860.0;14600.000000000002
4870.0;6161.0
4880.0;14390.000000000002
4890.0;15370.000000000002
4900.0;15750.000000000002
4910.0;14570.000000000002
4920.0;14200.000000000002
4930.0;14100.000000000002
4940.0;14540.000000000002
4950.0;6289.0
4960.0;14100.000000000002
4970.0;14590.000000000002
4980.0;14320.000000000002
4990.0;14440.000000000002
5000.0;6336.0
5010.0;6764.0
5020.0;14090.000000000002
5030.0;7008.0
5040.0;14350.000000000002
5050.0;6782.0
5060.0;15840.000000000002
5070.0;14590.000000000002
5080.0;14520.000000000002
5090.0;14270.000000000002
5100.0;14170.000000000002
5110.0;14390.000000000002
5120.0;14460.000000000002
5130.0;14600.000000000002
5140.0;14600.000000000002
5150.0;14460.000000000002
5160.0;14340.000000000002
5170.0;14110.000000000002
5180.0;14350.000000000002
5190.0;14050.000000000002
5200.0;15890.000000000002
5210.0;14130.000000000002
5220.0;14160.000000000002
5230.0;14560.000000000002
5240.0;14600.000000000002
5250.0;8683.0
5260.0;14690.000000000002
5270.0;6647.0
5280.0;14700.000000000002
5290.0;10320.0
5300.0;15800.000000000002
5310.0;14540.000000000002
5320.0;14230.000000000002
5330.0;14470.000000000002
5340.0;14260.000000000002
5350.0;6491.0
5360.0;14600.000000000002
