ms;uA
10.0;401.9
20.0;407.7
30.0;411.59999999999997
40.0;407.4
50.0;409.0
60.0;408.59999999999997
70.0;407.2
80.0;412.2
90.0;409.59999999999997
100.0;403.29999999999995
110.0;405.2
120.0;407.7
130.0;406.4
140.0;407.5
150.0;409.79999999999995
160.0;405.5
170.0;403.79999999999995
180.0;412.4
190.0;408.9
200.0;407.2
210.0;406.79999999999995
220.0;405.79999999999995
230.0;403.79999999999995
240.0;407.79999999999995
250.0;407.5
260.0;402.09999999999997
270.0;407.4
280.0;405.79999999999995
290.0;405.9
300.0;403.59999999999997
310.0;402.59999999999997
320.0;405.9
330.0;405.09999999999997
340.0;403.4
350.0;403.7
360.0;408.7
370.0;406.09999999999997
380.0;402.2
390.0;402.29999999999995
400.0;405.7
410.0;409.59999999999997
420.0;407.4
430.0;404.7
440.0;405.4
450.0;409.7
460.0;405.4
470.0;410.5
480.0;403.2
490.0;404.5
500.0;406.7
510.0;402.29999999999995
520.0;405.9
530.0;409.7
540.0;404.4
550.0;409.7
560.0;404.5
570.0;404.4
580.0;406.5
590.0;407.29999999999995
600.0;408.0
610.0;405.5
620.0;412.59999999999997
630.0;406.9
640.0;404.59999999999997
650.0;400.4
660.0;406.7
670.0;408.7
680.0;407.9
690.0;404.4
700.0;408.5
710.0;402.2
720.0;406.59999999999997
730.0;407.29999999999995
740.0;409.7
750.0;409.0
760.0;405.4
770.0;409.09999999999997
780.0;409.2
790.0;409.7
800.0;407.29999999999995
810.0;407.7
820.0;407.4
830.0;402.09999999999997
840.0;408.5
850.0;410.09999999999997
860.0;409.0
870.0;411.0
880.0;407.7
890.0;406.29999999999995
900.0;404.79999999999995
910.0;403.9
920.0;409.09999999999997
930.0;412.09999999999997
940.0;402.5
950.0;401.5
960.0;408.5
970.0;407.0
980.0;407.4
990.0;400.4
1000.0;400.5
1010.0;407.7
1020.0;409.4
1030.0;407.5
1040.0;408.0
1050.0;404.4
1060.0;402.2
1070.0;401.5
1080.0;404.5
1090.0;408.9
1100.0;406.0
1110.0;407.5
1120.0;401.79999999999995
1130.0;409.2
1140.0;407.4
1150.0;405.59999999999997
1160.0;404.0
1170.0;406.29999999999995
1180.0;406.4
1190.0;407.29999999999995
1200.0;404.0
1210.0;404.79999999999995
1220.0;407.5
1230.0;404.29999999999995
1240.0;403.09999999999997
1250.0;411.29999999999995
1260.0;411.5
1270.0;405.5
1280.0;403.5
1290.0;405.5
1300.0;400.4
1310.0;412.09999999999997
1320.0;405.79999999999995
1330.0;404.0
1340.0;409.2
1350.0;403.79999999999995
1360.0;407.79999999999995
1370.0;407.4
1380.0;408.9
1390.0;407.7
1400.0;409.79999999999995
1410.0;401.7
1420.0;406.5
1430.0;408.5
1440.0;407.4
1450.0;407.9
1460.0;408.9
1470.0;410.2
1480.0;401.59999999999997
1490.0;407.2
1500.0;407.0
1510.0;404.09999999999997
1520.0;405.2
1530.0;409.0
1540.0;406.59999999999997
1550.0;406.59999999999997
1560.0;409.2
1570.0;411.29999999999995
1580.0;413.59999999999997
1590.0;406.59999999999997
1600.0;410.2
1610.0;409.7
1620.0;407.9
1630.0;409.79999999999995
1640.0;403.7
1650.0;406.4
1660.0;407.29999999999995
1670.0;409.5
1680.0;409.9
1690.0;408.29999999999995
1700.0;409.09999999999997
1710.0;404.4
1720.0;408.5
1730.0;405.7
1740.0;403.59999999999997
1750.0;404.59999999999997
1760.0;408.29999999999995
1770.0;406.7
1780.0;405.09999999999997
1790.0;408.79999999999995
1800.0;408.29999999999995
1810.0;403.0
1820.0;403.09999999999997
1830.0;413.0
1840.0;406.59999999999997
1850.0;403.29999999999995
1860.0;410.9
1870.0;407.09999999999997
1880.0;406.9
1890.0;408.0
1900.0;404.9
1910.0;406.59999999999997
1920.0;404.2
1930.0;412.29999999999995
1940.0;408.09999999999997
1950.0;407.7
1960.0;404.4
1970.0;402.79999999999995
1980.0;405.7
1990.0;403.9
2000.0;409.0
2010.0;408.09999999999997
2020.0;407.4
2030.0;410.09999999999997
2040.0;403.09999999999997
2050.0;403.2
2060.0;405.2
2070.0;410.29999999999995
2080.0;400.5
2090.0;405.0
2100.0;406.2
2110.0;403.29999999999995
2120.0;408.59999999999997
2130.0;403.59999999999997
2140.0;403.2
2150.0;403.7
2160.0;403.7
2170.0;406.7
2180.0;408.2
2190.0;403.0
2200.0;403.59999999999997
2210.0;404.0
2220.0;408.5
2230.0;409.9
2240.0;408.5
2250.0;406.29999999999995
2260.0;407.09999999999997
2270.0;405.4
2280.0;406.59999999999997
2290.0;404.29999999999995
2300.0;405.4
2310.0;407.0
2320.0;406.9
2330.0;412.59999999999997
2340.0;408.0
2350.0;401.09999999999997
2360.0;411.29999999999995
2370.0;407.79999999999995
2380.0;408.0
2390.0;405.59999999999997
2400.0;406.2
2410.0;407.0
2420.0;405.5
2430.0;403.79999999999995
2440.0;410.7
2450.0;404.2
2460.0;407.59999999999997
2470.0;405.0
2480.0;403.7
2490.0;406.7
2500.0;402.29999999999995
2510.0;403.0
2520.0;409.29999999999995
2530.0;404.29999999999995
2540.0;402.9
2550.0;406.4
2560.0;406.4
2570.0;401.29999999999995
2580.0;403.7
2590.0;408.59999999999997
2600.0;404.29999999999995
2610.0;406.59999999999997
2620.0;406.4
2630.0;407.09999999999997
2640.0;405.5
2650.0;407.59999999999997
2660.0;408.79999999999995
2670.0;406.2
2680.0;405.5
2690.0;402.2
2700.0;411.0
2710.0;407.5
2720.0;408.4
2730.0;404.7
2740.0;409.09999999999997
2750.0;404.9
2760.0;409.9
2770.0;401.0
2780.0;403.9
2790.0;410.29999999999995
2800.0;407.2
2810.0;404.9
2820.0;406.7
2830.0;407.4
2840.0;408.5
2850.0;403.29999999999995
2860.0;406.2
2870.0;406.09999999999997
2880.0;401.09999999999997
2890.0;407.7
2900.0;403.4
2910.0;405.29999999999995
2920.0;403.4
2930.0;403.4
2940.0;403.4
2950.0;405.79999999999995
